symbol,side,entry_price,exit_price,pnl_pct,hold_minutes,market_regime,trend,momentum,volatility,timestamp,date,time
BTCUSDT,long,69243.62,69542.1,0.43,0,volatile,neutral,neutral,low,2026-03-11T18:56:28.922885,2026-03-11,18:56:28
BTCUSDT,long,69243.62,69560.9,0.46,0,volatile,neutral,neutral,low,2026-03-11T18:57:30.740707,2026-03-11,18:57:30
BTCUSDT,long,69243.62,69513.0,0.39,0,volatile,neutral,neutral,low,2026-03-11T18:58:33.344714,2026-03-11,18:58:33
BTCUSDT,long,69243.62,69570.5,0.47,0,volatile,neutral,neutral,low,2026-03-11T18:59:35.162229,2026-03-11,18:59:35
BTCUSDT,long,69243.62,69500.1,0.37,0,volatile,neutral,neutral,low,2026-03-11T19:00:36.915964,2026-03-11,19:00:36
BTCUSDT,long,69243.62,69580.1,0.49,0,volatile,neutral,neutral,low,2026-03-11T19:01:38.669221,2026-03-11,19:01:38
BTCUSDT,long,69243.62,69580.1,0.49,0,volatile,neutral,neutral,low,2026-03-11T19:02:40.488810,2026-03-11,19:02:40
BTCUSDT,long,69243.62,69500.1,0.37,0,volatile,neutral,neutral,low,2026-03-11T19:03:42.218426,2026-03-11,19:03:42
BTCUSDT,long,69243.62,69500.1,0.37,0,volatile,neutral,neutral,low,2026-03-11T19:04:44.907652,2026-03-11,19:04:44
BTCUSDT,long,69243.62,69553.6,0.45,0,volatile,neutral,neutral,low,2026-03-11T19:05:46.617467,2026-03-11,19:05:46
BTCUSDT,long,69243.62,69702.7,0.66,0,volatile,neutral,neutral,low,2026-03-11T19:06:48.281600,2026-03-11,19:06:48
BTCUSDT,long,69243.62,69702.7,0.66,0,volatile,neutral,neutral,low,2026-03-11T19:07:50.348310,2026-03-11,19:07:50
BTCUSDT,long,69243.62,69500.1,0.37,0,volatile,neutral,neutral,low,2026-03-11T19:08:52.260830,2026-03-11,19:08:52
BTCUSDT,long,69243.62,69500.1,0.37,0,volatile,neutral,neutral,low,2026-03-11T19:09:53.827242,2026-03-11,19:09:53
BTCUSDT,long,69243.62,69512.3,0.39,0,volatile,neutral,neutral,low,2026-03-11T19:10:55.567882,2026-03-11,19:10:55
BTCUSDT,long,69243.62,69500.1,0.37,0,volatile,neutral,neutral,low,2026-03-11T19:11:58.566325,2026-03-11,19:11:58
BTCUSDT,long,69243.62,69542.1,0.43,0,volatile,neutral,neutral,low,2026-03-11T19:13:04.185215,2026-03-11,19:13:04
BTCUSDT,long,69243.62,69542.1,0.43,0,volatile,neutral,neutral,low,2026-03-11T19:14:05.990675,2026-03-11,19:14:05
BTCUSDT,long,69243.62,69500.1,0.37,0,volatile,neutral,neutral,low,2026-03-11T19:15:07.912158,2026-03-11,19:15:07
BTCUSDT,long,69243.62,69500.1,0.37,0,volatile,neutral,neutral,low,2026-03-11T19:16:10.202842,2026-03-11,19:16:10
BTCUSDT,long,69243.62,69566.3,0.47,0,volatile,neutral,neutral,low,2026-03-11T19:17:13.128373,2026-03-11,19:17:13
BTCUSDT,long,69243.62,69591.2,0.5,0,volatile,neutral,neutral,low,2026-03-11T19:18:14.812295,2026-03-11,19:18:14
BTCUSDT,long,69243.62,69591.2,0.5,0,volatile,neutral,neutral,low,2026-03-11T19:19:16.891799,2026-03-11,19:19:16
BTCUSDT,long,69243.62,69581.8,0.49,0,volatile,neutral,neutral,low,2026-03-11T19:20:18.553914,2026-03-11,19:20:18
BTCUSDT,long,69243.62,69502.1,0.37,0,volatile,neutral,neutral,low,2026-03-11T19:21:20.752720,2026-03-11,19:21:20
BTCUSDT,long,69243.62,69600.0,0.51,0,volatile,neutral,neutral,low,2026-03-11T19:22:22.936719,2026-03-11,19:22:22
BTCUSDT,long,69243.62,69516.2,0.39,0,volatile,neutral,neutral,low,2026-03-11T19:23:24.844125,2026-03-11,19:23:24
BTCUSDT,long,69243.62,69502.1,0.37,0,volatile,neutral,neutral,low,2026-03-11T19:24:26.867952,2026-03-11,19:24:26
BTCUSDT,long,69243.62,69454.3,0.3,0,volatile,neutral,neutral,low,2026-03-11T19:25:28.582014,2026-03-11,19:25:28
BTCUSDT,long,69243.62,69454.3,0.3,0,volatile,neutral,neutral,low,2026-03-11T19:26:31.306900,2026-03-11,19:26:31
BTCUSDT,long,69243.62,69460.0,0.31,0,volatile,neutral,neutral,low,2026-03-11T19:26:58.253038,2026-03-11,19:26:58
BTCUSDT,long,69243.0,69420.0,0.26,0,volatile,neutral,neutral,low,2026-03-11T19:50:49.619049,2026-03-11,19:50:49
BTCUSDT,long,69243.0,69380.2,0.2,0,volatile,neutral,neutral,low,2026-03-11T19:51:52.390522,2026-03-11,19:51:52
BTCUSDT,long,69243.0,69380.2,0.2,0,volatile,neutral,neutral,low,2026-03-11T19:52:26.090796,2026-03-11,19:52:26
BTCUSDT,long,69243.0,69262.1,0.03,0,volatile,neutral,neutral,low,2026-03-11T19:53:28.873390,2026-03-11,19:53:28
BTCUSDT,long,69243.0,69262.1,0.03,0,volatile,neutral,neutral,low,2026-03-11T19:54:30.906907,2026-03-11,19:54:30
BTCUSDT,long,69243.0,69293.1,0.07,0,volatile,neutral,neutral,low,2026-03-11T19:55:32.852491,2026-03-11,19:55:32
BTCUSDT,long,69243.0,69293.1,0.07,0,volatile,neutral,neutral,low,2026-03-11T19:56:34.844703,2026-03-11,19:56:34
BTCUSDT,long,69243.0,69342.0,0.14,0,volatile,neutral,neutral,low,2026-03-11T19:57:37.083869,2026-03-11,19:57:37
BTCUSDT,long,69243.0,69342.0,0.14,0,volatile,neutral,neutral,low,2026-03-11T19:58:38.914548,2026-03-11,19:58:38
